text	name
The NY State Legislature is considering a new carbon tax on your gasoline, natural gas, propane, oil, and electricity that could cost you thousands of dollars. Find out more and make your voice heard at https://www.stopnycarbontax.com/.	ActionAgainstDemSpending
Can all of Virginia's energy needs be generated from wind and solar? That's what the Virginia Clean Economy Act requires. But can we afford it?	CleanEnergyWorks
Virginians are already feeling the impacts of the climate crisis. Read why Glenn Youngkin needs to keep VA  in the Regional Greenhouse Gas Initiative (RGGI) to create climate solutions.	kudos for confronting ONG emissions
"“Big spender, big taxer.”
Kim McCarthy loves to increase taxes. 
Not just yours, but for everyone. 

She thinks your 💴 money is her money.
It this “progressive socialist” believes and she will be coming for more of it if elected.

Will she increase  taxes? Count on it.

Kim McCarthy should never have the power to tax your family or your homes."	AntiWoke
"Wildfires are burning Alaska. The #timeisnow to act on climate change. Tell Lisa Murkowski to fight the fire and take bold climate action NOW. http://salmonstate.org/climate-change/

 #AlaskaClimateAction #ClimateChange. "	PassBidenAct
"“Solar power advocates say it’s more than just a sunny deal...it’s an equitable way of giving low-income residents, who can’t afford private solar arrays, and renters, who cannot install solar without a landlord’s permission, a chance to take part, they say.”

https://www.santafenewmexican.com/news/legislature/new-law-designed-to-increase-new-mexicans-access-to-solar-power/article_fe5a36dc-97aa-11eb-b9fb-c7b8784755e8.html. "	topic 15
"""I think the reason we’re seeing the Permian produce so much is you get your best rate of return for drilling here in the Permian versus in the Dakotas, Eagle Ford, offshore, Gulf of Mexico,"" Edwards said.

https://www.newswest9.com/article/news/local/record-oil-production-december/513-98ba0de5-b5be-43f9-992c-b678ddcb65c4. "	ProUSOilIndustry
"Representative Kambium Buckner voted for the Climate and Equitable Jobs Act and it is now law in the state of Illinois!

The Climate and Equitable Jobs Act will:

✅Curb dangerous air pollution

✅Combat the climate crisis

✅Create thousands of high-quality jobs in Illinois

Please join us by adding your name to thank Representative Kambium Buckner today."	SupportForBuildBackBetterAct
The plan for a government-takeover of Maine’s power grid would cost $13.5 billion. That’s more than $17,000 in debt for average customer. What do you think of the plan? Take our poll: https://bit.ly/34w9wFZ. 	RisingEnergyCost
"Mitakuye owasin: we are all related. The two legged, the four legged, those that swim, and all of Grandmother Earth are related and share a spirit. Rebuilding that connection together is imperative for our children's future.

#NODAPL #indigenouspeople #SRST #SAGESRST. "	ProRenewableEnergy
Raising taxes on the U.S. natural gas and oil industry could put our economic recovery at risk! Call Rep. Steve Chabot at 512-421-8722 and tell them: new taxes on U.S. energy is a BAD idea!	AntiLiberalSpending
Now more than ever, Arizonans rely on the affordability of natural gas. Contact your senators and make sure they know to vote no on higher energy costs.	RisingEnergyCost
"Read the latest breaking news.
Next thing is the teachers union will want to tax our homes 🏡 to bail out their bad financial decisions.

Just like the  Bellbrook- Sugarcreek union is demanding the community pass this unbelievable, $22,540,000.00 property tax levy,  to cover their lavish wages, Cadillac benefits, bonuses, pensions, and Pickups. 

Please join the Bellbrook-Sugarcreek Property Tax Revolt of 2021. Be a good neighbor and VOTE NO, for the 4th time on May 4th!

NO MEANS NO!

https://www.daytondailynews.com/local/teachers-pension-fund-loses-525m-on-panda-power-deal/C4ZMA4GUWVHIZH6QV4NJGGC6UI/. "	AntiPropertyTax
Inflation is already skyrocketing, and now Sen. Hickenlooper wants to put our economy, national security, and environmental progress at risk? There are hundreds of thousands of jobs at risk in Colorado alone, and a natural gas tax will be ineffective against the important issue of methane emissions. Call Sen. Hickenlooper NOW at (303) 244-1628!	ActionAgainstDemSpending
Floods are happening more often, and they're getting worse. Climate change is already a factor in dangerous, extreme weather. In Wisconsin, we see a sharp increase in precipitation that can lead to more floods each year. Without a transition to a clean energy future, hazardous climate events may get worse.	promoting legislation against climate change
Protect Antarctica and secure the largest act of ocean protection in history! #CallOnCCAMLR. 	donations for climate change
What will the 2021 wildfire season mean for carbon emissions? https://bit.ly/2W69rFg. 	ProCleanEnergyPolitician
A third of residents of the Navajo Nation lack access to clean, running water. Click here to learn more. #ProtectWater #NMpol. 	CleanEnergyWorks
Balanced energy policy helps make Michigan an environmental leader!	ProRenewableEnergy
"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Beatty, for putting Ohio's working families first by voting to create clean energy jobs right here and take on climate change right now."	promoting legislation against climate change
"America’s #natgas utilities are committed to:  

💲 Affordability  
🌎 The environment  
🏡 Innovation  
✔ Safety 

Learn how we are reimagining our energy future to exceed customer expectations."	pros of wind and solar energy
Oil and natural gas are creating new opportunities for Illinois workers. Will you sign the pledge to support a strong economy?	ActionAgainstDemSpending
Join EDF Action Climate Team GA on August 19th at 3pm to test drive an electric vehicle!	SaveEnvironment
Clean energy jobs aren't just the jobs of tomorrow, they're the jobs of right now.	promoting legislation against climate change
"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec covers the Chicago police force, soldiers killed by suicide, the Boston bomber's death penalty and more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Isabel Brown and Morgan Zegers who will talk about #FreedomFlu, sit down with a pilot from the Freedom Flyers and more!

The Spillover host Alex Clark sits down with Josh Brahm, President of the Equal Rights Institute and breaks down the pro-abortion arguments while arming pro-lifers with the arsenal they need to effectively debate.

We will wrap up the show with POPlitics with Alex Clark as she dives into Candace Cameron Bure's experience on The View, Katie Couric being fake news, and more!"	TPUSALiveAd
Let’s go bold on clean energy jobs.	ProRenewableEnergy
Many Arizonans, can’t afford an abortion and struggle to access a clinic. Abortion bans and restrictions force people to continue pregnancies, often without access to maternal healthcare. We all deserve the power, resources, and support we need to thrive!  Learn more.	AntiGunBan
"It’s safe to say that September is a month dedicated to fighting climate change. And, while we believe challenges facing the planet should be addressed every day it’s spinning, we’re still here for it!

Since it's Climate Week, we thought we’d share a few fun facts about becoming an Inspire member (swipe ➡️). 

And stay tuned for tips throughout the week highlighting how you can help fight climate change and join us on our mission to accelerate a net-zero carbon future."	donations for climate change
Help build a green future for New Jersey. Apply for our *paid* organizing fellowship now!	ProRenewableEnergy
"Call the White House and tell Pres. Biden to Stop the Line 3 Pipeline! Line 3 will route a million barrels of tar sands oil daily from Canada to Wisconsin, straight through the heartland of Minnesota, violating Indigenous treaties and threatening the Great Lakes Watershed.

Enbridge, a Canadian pipeline company, is to blame. They're also responsible for the largest land-based oil spill in US history.

An Indigenous-led movement has been fighting the Line 3 pipeline for years. Will you stand alongside them and call on President Biden to take action?

Call the White House now and tell President Biden: Stop Line 3!"	ProtectEnvironment
Your legislator, Representative Judy Amabile, was a champion for Colorado’s rivers this legislative session! That means a stronger economy, better resiliency in the face of climate change, and protecting our agricultural heritage. Show your support for our rivers by signing our card today!	ProtectEnvironment
"It’s not always easy to do the right thing, but State Representative Donna Bullock led the fight against the fossil fuel industry and voted to support clean energy and clean air in Pennsylvania. Help thank Rep. Donna Bullock by adding your name here.

The Regional Greenhouse Gas Initiative (RGGI) is Pennsylvania’s best shot to cut power plant pollution and grow a clean energy future.

Rep. Donna Bullock put Pennsylvania first. She stood up to the dirty fossil fuel industry and voted to support Pennsylvania's entry into RGGI. Rep. Donna Bullock chose to defend our state’s future and invest in Pennsylvania families. Add your name here to say thank you to Rep. Donna Bullock, and urge them to hold the line!"	AntiOilPolitician
"Government doesn’t create prosperity. People do. We all benefit when people are free to use their skills, knowledge and resources in the best way possible.

The Mackinac Center for Public Policy is a research and educational institute that advances the principles of free markets and limited government. Through our research and education programs, we challenge government overreach and advocate for free-market approaches to public policy that free people to realize their potential and their dreams.

We reject the idea that government is the solution to all problems. In our research and educational programs, we consider:

All People. Our research recognizes the diversity of all people and treats them as individuals with unique backgrounds, situations and goals. People know how to allocate their resources better than government ever could.

All Institutions. Voluntary associations, businesses, communities and families all play important roles in a prosperous state and nation, as well as government.

All Disciplines. Mackinac Center research incorporates the best understanding of economics, science, law, history and morality — moving beyond mere cost/benefit analyses.

All Times. We evaluate long-term consequences of policy decisions on all people, not simply short-term impact on a few.

Learn more and become a supporter at www.mackinac.org/give. "	donations for climate change
From #FreeBritney to climate change denial, where is the line between unhinged conspiracy theories and harmless speculation? This chart lays it all out.	SaveEnvironment
Wildlife is severely affected by reduction of rainfall and a lack of water. Click here to learn more. #ProtectWater #NMpol. 	SaveEnvironment
FACT CHECK: Is the Clean Energy Corridor just an 'extension cord' for Massachusetts or will some of that clean electricity stay here in Maine?	ProRenewableEnergy
70% of PA voters support RGGI, which will cut carbon pollution from power plants. Thank you Governor Tom Wolf for standing up for public health.	kudos for confronting ONG emissions
Colorado’s energy workers are the backbone of our economy, safely delivering the energy that powers our lives and keeps us connected. Learn more about their relentless efforts to keep our communities moving forward:. 	donations for climate change
Did you know oil and natural gas supports over one million jobs in California? Learn more here.	ProRenewableEnergy
"Click to sign the petition today ➡️ http://stopthegastaxct.com

Gov. Lamont and CT Democrats want a NEW TAX on gas in Connecticut. Tell lawmakers we are taxed enough!

Learn more at http://stopthegastaxct.com. "	AntiLiberalSpending
Eisele was one of many people who told the committee to back off efforts to kneecap Wyoming’s renewable energy industries. Nevertheless, the Legislature continues to attack clean power while propping up fossil fuels. Learn more from our latest article. Link in bio.	topic 15
Francisco supports renewable energy because it opens up job opportunities and helps combat climate change. Drop a comment below and let us know why renewable energy is important to you!	ProRenewableEnergy
Join EDF Action Climate Team FL on August 14th at 3pm to test drive an electric vehicle!	SaveEnvironment
Your electric co-op powers your community. VCP empowers you.	CleanEnergyWorks
The Arizona Public Service Company (APS) is projecting that they will COMPLETELY switch over to clean electricity for ALL of their customers by 2050! Read more>>https://www.aps.com/en/About/Our-Company/Newsroom/Articles/Expanded-wind-project-to-power-Arizona-with-more-clean-energy. 	CleanEnergyWorks
Puerto Rico can be a model for large-scale implementation of rooftop solar energy and battery storage, given the island’s year-round sunlight.	CleanEnergyWorks
"We are proud to highlight one of our exciting sustainability initiatives: The conversion of 200 service pickup trucks to run on renewable natural gas (RNG). 

In partnership with Landi Renzo, the addition of these 200 new net-zero service trucks will mark nearly 40% of our fleet operating on clean fuels and will reduce emissions the equivalent of taking 1,800 passenger vehicles off the roads for a whole year! 

This project is set to be completed by the end of the year, taking us one step closer to achieving #NetZero2045. 

Read more: https://bit.ly/3A61PAl. "	CleanEnergyWorks
Fact Check: The Clean Energy Corridor's hydro power will NOT be dirtier than coal. Independent local scientists did the math and debunked this claim.	topic 15
"⚠️GIFT MATCH ALERT⚠️

Save Bees and Our Food Supply! 🐝🍎

1 in every 3 bites of food we eat depends on bees and other pollinators!
But rampant toxic pesticide use, climate change, and habitat loss are killing bees, which could lead to food scarcity that would hit low-income communities and communities of color especially hard. NRDC is fighting to protect bee populations and secure the future of our food supply. We need your help before the year ends.

Make your tax-deductible gift before 12/31 and help save pollinators."	ProtectEnvironment
"Government-Controlled Power comes with a price tag of $13,500,000,000  – three times Maine’s annual budget.  Do you think this is a good idea? 

Tell us right now: https://bit.ly/34w9wFZ. "	ProRenewableEnergy
"""Nothing can stop the power of a committed and determined people to make a difference in our society. Why? Because human beings are the most dynamic link to the divine on this planet."" - Rep. John Lewis 

Join us in the fight: http://www.edfaction.org/Zoz. "	SaveEnvironment
"We can’t save the earth alone… we need your help.

For every $20 spent on our solar ponds, we can prevent roughly 400 lbs of CO2 from entering the atmosphere, which is the same effect as planting three mature trees that take decades to grow. 

A small donation can prevent almost a QUARTER-TON of CO2 pollution.

Better yet, when you donate $20, we’ll send you two bottles of earth-friendly hand sanitizer (one for you and one for a friend) to keep yourself safe & healthy.

The manufacturing process for our earth-friendly hand sanitizer actually creates leftover saltwater that is compatible with our solar ponds. So we put the leftovers BACK into the solar ponds, making the whole process eco-friendly and renewable.

Plus, this special hand sanitizer is proven to offer 4 HOURS of protection (since it's alcohol-free) — so you don’t have to keep reapplying it like you would with most brands.

So, if you are ready to join the fight against climate change, be the change our Earth needs.

Donate $20, and we’ll send you 2 bottles of hand sanitizer and prevent up to 400 lbs of CO2 from polluting our air. Act now."	donations for climate change
"Line 3 is a crude oil pipeline built by Canadian multinational company Enbridge that runs through the heart of Ojibwe self-governed land. The pipeline crosses over 200 bodies of fresh drinking water as well as the Mississippi River. Enbridge has been responsible for many past safety infractions, resulting in crude oil leaking into sensitive and protected ecosystems, as well as putting drinking water at risk.

Enbridge has incentivized local police to protect the pipeline construction by paying them, harassing and arresting water protectors. Take action against this damaging project for the climate - we need to transition away from new fossil fuel projects altogether. Right now, you can:

-> Donate to the Minnesota Freedom Fund: https://mnfreedomfund.org/
-> Sign StopLine3 petition: https://www.stopline3.org/take-action
-> Call your representatives and push them to support the rights of Indigenous People, and to move toward programs like the Civilian Climate Corps and a just transition away from fossil fuels.
-> Share with your friends! The more we all know, the better prepared we will be to make a more just and equitable world."	donations for climate change
"⚠️2X MATCH ALERT⚠️

Help us fight for Mother Earth 🌊🌎🌳 
We need to come together and push for climate action and a better future.

Your generous gift will be matched $1 for $1 — but only for a limited time. Donate now and help create the change we need for our planet. 👇. "	ProtectEnvironment
"No matter where we come from or what our color, most of us believe that our elected leaders should reflect the very best of every kind of American and govern for all of us, no exceptions.

But today, certain politicians and the greedy few have rigged the rules to silence our voices and hold onto power. They fuel divisions hoping we’ll blame new immigrants, Black people, or people struggling to make
ends meet for the damage their policies have caused us all. We can defeat their attempts to undo the will of the people.

By joining together and voting for Kristi Douglas for Commerce City Council at-large we make the way toward a democracy that works for all of us, no exceptions."	AntiGunBan
Your opinion can help shape the future. We have three questions about clean energy. We want to hear from YOU!	CleanEnergyWorks
"The Lignite Council recently recognized legislative leaders for their work during the 2021 North Dakota legislative session. Five legislators received the Lignite Luminary distinction for sponsoring two or more priority bills to support the coal industry. More than 100 legislators were recognized as Lignite Champions for voting in favor of all of the priority bills.
 
The 2021 Lignite Luminaries are:

Senator Jessica Bell (R-33) Beulah
Senator Rich Wardner (R-37) Dickinson
Representative Jeff Delzer (R-8) Underwood
Representative Chet Pollert (R-29) Carrington
Representative Craig Headland (R-29) Montpelier
 
Read more about the recognition program at: 

https://lignite.com/uncategorized/legislative-champions-of-the-lignite-industry-recognized/. "	PassBidenAct
"Oil producers are required to properly plug their wells when they are finished producing. But that's not what's been happening.

Read more about California's orphan oil wells that can leak methane, contaminate communities, and create an explosion hazard. And find out how you can help."	ProUSOil
For over a decade, Colorado’s oil and natural gas industry has used innovative technology to help reduce 95% of its greenhouse gas emissions. Fueling our economy while protecting our environment with new technologies, including using infrared cameras for leak detection and repair, help keep our air clean and reduce the risks of climate change. Learn more: https://cred.org/tomorrow. 	ProCleanEnergyPolitician
The #natgas industry has proven time and time again how we come together, work hard, innovate and get things done. Hear more from AGA CEO Karen Harbert and AGA Chair and NW Natural CEO David Anderson on how America’s natural gas utilities will continue to play an important role in the nation’s energy mix via POWER magazine:. 	ProRenewableEnergy
Raising taxes on the U.S. natural gas and oil industry could put our economic recovery at risk! Call Rep. Sean Casten at 630-520-9450 and tell them: new taxes on U.S. energy is a BAD idea!	ActionAgainstDemSpending
Rep. Stevens, thanks for fighting for clean energy that can power our economy, create good-paying jobs, and tackle the climate crisis. Now is our time to get it done.	promoting legislation against climate change
Ned Lamont wants to extend his emergency powers in order to implement policies like masking our children! Sign the petition to stop him >>. 	SaveEnvironment
